2024-01-09 10:15:33.2954 Info Registered target NLog.Targets.FileTarget(Name=allfile)
2024-01-09 10:15:33.3090 Info Registered target NLog.Targets.FileTarget(Name=ownFile-web)
2024-01-09 10:15:33.3090 Info Registered target NLog.Targets.ConsoleTarget(Name=lifetimeConsole)
2024-01-09 10:15:33.3090 Info Registered target NLog.Targets.NLogViewerTarget(Name=TcpOutlet)
2024-01-09 10:15:33.3350 Info NLog, Version=5.0.0.0, Culture=neutral, PublicKeyToken=5120e14c03d0593c. File version: 5.2.8.2366. Product version: 5.2.8+f586f1341c46fa38aaaff4c641e7f0fa7e813943. GlobalAssemblyCache: False
2024-01-09 10:15:33.3425 Info Validating config: TargetNames=TcpOutlet, lifetimeConsole, ownFile-web, ConfigItems=61, FilePath=D:\StepMaster\StepMaster\bin\Debug\net7.0\NLog.config
2024-01-09 10:15:33.3425 Warn Unused target detected. Add a rule for this target to the configuration. TargetName: allfile
2024-01-09 10:15:33.3620 Info Configuration initialized.
2024-01-09 10:15:33.8956 Info Validating config: TargetNames=TcpOutlet, lifetimeConsole, ownFile-web, ConfigItems=61, FilePath=D:\StepMaster\StepMaster\bin\Debug\net7.0\NLog.config
2024-01-09 10:15:35.4473 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2557 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2606 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2606 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2606 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2606 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2606 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2606 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2606 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:46.2606 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:52.7029 Info Registered target NLog.Targets.FileTarget(Name=allfile)
2024-01-09 10:30:52.7129 Info Registered target NLog.Targets.FileTarget(Name=ownFile-web)
2024-01-09 10:30:52.7138 Info Registered target NLog.Targets.ConsoleTarget(Name=lifetimeConsole)
2024-01-09 10:30:52.7138 Info Registered target NLog.Targets.NLogViewerTarget(Name=TcpOutlet)
2024-01-09 10:30:52.7351 Info NLog, Version=5.0.0.0, Culture=neutral, PublicKeyToken=5120e14c03d0593c. File version: 5.2.8.2366. Product version: 5.2.8+f586f1341c46fa38aaaff4c641e7f0fa7e813943. GlobalAssemblyCache: False
2024-01-09 10:30:52.7351 Info Validating config: TargetNames=TcpOutlet, lifetimeConsole, ownFile-web, ConfigItems=61, FilePath=D:\StepMaster\StepMaster\bin\Debug\net7.0\NLog.config
2024-01-09 10:30:52.7516 Warn Unused target detected. Add a rule for this target to the configuration. TargetName: allfile
2024-01-09 10:30:52.7671 Info Configuration initialized.
2024-01-09 10:30:53.1833 Info Validating config: TargetNames=TcpOutlet, lifetimeConsole, ownFile-web, ConfigItems=61, FilePath=D:\StepMaster\StepMaster\bin\Debug\net7.0\NLog.config
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:54.8804 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3851 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3851 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3851 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3851 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3851 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:30:58.3860 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:09.2725 Info Registered target NLog.Targets.FileTarget(Name=allfile)
2024-01-09 10:31:09.2821 Info Registered target NLog.Targets.FileTarget(Name=ownFile-web)
2024-01-09 10:31:09.2821 Info Registered target NLog.Targets.ConsoleTarget(Name=lifetimeConsole)
2024-01-09 10:31:09.2821 Info Registered target NLog.Targets.NLogViewerTarget(Name=TcpOutlet)
2024-01-09 10:31:09.3008 Info NLog, Version=5.0.0.0, Culture=neutral, PublicKeyToken=5120e14c03d0593c. File version: 5.2.8.2366. Product version: 5.2.8+f586f1341c46fa38aaaff4c641e7f0fa7e813943. GlobalAssemblyCache: False
2024-01-09 10:31:09.3091 Info Validating config: TargetNames=TcpOutlet, lifetimeConsole, ownFile-web, ConfigItems=61, FilePath=D:\StepMaster\StepMaster\bin\Debug\net7.0\NLog.config
2024-01-09 10:31:09.3091 Warn Unused target detected. Add a rule for this target to the configuration. TargetName: allfile
2024-01-09 10:31:09.3091 Info Configuration initialized.
2024-01-09 10:31:09.7695 Info Validating config: TargetNames=TcpOutlet, lifetimeConsole, ownFile-web, ConfigItems=61, FilePath=D:\StepMaster\StepMaster\bin\Debug\net7.0\NLog.config
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:11.4183 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:17.0433 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:17.5475 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:17.5475 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:17.5475 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:17.5475 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:17.5475 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:17.5475 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:17.5475 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:17.5475 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:52.2412 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:52.2412 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:52.2412 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:52.2412 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:52.2412 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:52.2412 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
2024-01-09 10:31:52.2412 Error NLogViewerTarget(Name=TcpOutlet): Error when sending. Exception: System.IO.IOException: Error: ConnectionRefused, Address: tcp://localhost:4505
